"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"Ampere Computing","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/ampere-computing.svg","amperecomputing.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ampere Computing - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Arctiq Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/arctiq-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Arctiq Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Monax Industries Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/monax-industries-limited.svg","https://monax.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Monax Industries Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"BoxBoat Technologies","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/boxboat-technologies.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","BoxBoat Technologies - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership"
"CloudPlugs Inc.","","www.cloudplugs.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CloudPlugs Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"NetScout Systems, Inc.","","http://www.netscout.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","NetScout Systems, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","Linux Foundation Silver Membership Annual Dues"
"Omnibond Systems LLC","","http://www.omnibond.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Omnibond Systems LLC - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"DriveNets","","www.drivenets.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","DriveNets - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Bell Canada","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/bell-canada.svg","www.bell.ca","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Bell Canada - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Visma Connect BV","","https://www.visma.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Visma Connect BV - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Kloia","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/kloia.svg","https://www.kloia.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kloia - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","12/13/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"MayaData","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/mayadata.svg","https://mayadata.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MayaData - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Storj Labs","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/storj-labs.svg","https://storj.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Storj Labs - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"A10 Networks","","http://www.a10networks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","A10 Networks - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/31/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Evernym, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/evernym-inc.svg","http://evernym.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Evernym, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Garden Technologies Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/garden-technologies-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Garden Technologies Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Korea Securities Depository","","http://www.ksd.or.kr","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Korea Securities Depository - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/27/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Caicloud","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/caicloud.svg","www.caicloud.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Caicloud - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"WSO2 Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/wso2-inc.svg","http://wso2.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","WSO2 Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"eBaoTech International Pte Ltd","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/ebaotech-international-pte-ltd.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","eBaoTech International Pte Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Pramati Prism, Inc.","","www.hyscale.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Pramati Prism, Inc. - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"LMAX Exchange Ltd","","http://www.lmax.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","LMAX Exchange Ltd - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Red Kubes B.V.","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Red Kubes B.V. - The Linux Foundation - Silver Membership - 2019","11/1/2019","Active","10/31/2020","11/11/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"DENSO TEN Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/denso-ten-limited.svg","http://www.globaldenso.com/en/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","DENSO TEN Limited - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Mirantis Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/mirantis-inc.svg","http://www.mirantis.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Mirantis Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/2/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Predatar","","https://www.predatar.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Predatar - The Linux Foundation - Silver Membership - 2020","2/1/2020","Purchased","1/31/2021","2/6/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Chef Software Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/chef-software-inc.svg","www.chef.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Chef Software Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Lenovo (United States) Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/lenovo-united-states-inc.svg","http://www.lenovo.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Lenovo (United States) Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"MYCOM OSI","","www.mycom-osi.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MYCOM OSI - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"dog hunter LLC","","http://http://www.doghunter.org","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","dog hunter LLC - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/12/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Humio","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/humio.svg","https://humio.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Humio - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Xilinx, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/xilinx-inc.svg","http://www.xilinx.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Xilinx, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/4/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Xi'an Zhigui Internet Technology Ltd.","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Xi'an Zhigui Internet Technology Ltd. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Datto, Inc.","","http://www.datto.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Datto, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"99Cloud Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/99cloud-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","99Cloud Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/27/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Datawire","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/datawire.svg","https://www.datawire.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Datawire - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Vapor IO","","http://www.vapor.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Vapor IO - The Linux Foundation - Silver Membership - 2020","2/1/2020","Active","12/31/2020","1/29/2020","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"DigiCert, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/digicert-inc.svg","http://www.digicert.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","DigiCert, Inc. - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Leftshift Solutions","","https://www.leftshift.digital/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Leftshift Solutions - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","12/20/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"iguazio","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/iguazio.svg","www.iguaz.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","iguazio - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Nordic Semiconductor ASA","","www.nordicsemi.no","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Nordic Semiconductor ASA - The Linux Foundation - Silver Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Telefonica","","http://www.telefonica.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Telefonica - The Linux Foundation - Silver Membership - 2019","12/1/2019","Active","11/30/2020","11/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
